Cumulative_number_for_14_days_of_COVID-19_cases_per_100000;cases;continentExp;countriesAndTerritories;countryterritoryCode;dateRep;day;deaths;geoId;month;popData2019;year
10183772925;0;Africa;Sao_Tome_and_Principe;STP;15/5/2020;15;0;ST;5;215048;2020
10276775418;15;Africa;Sao_Tome_and_Principe;STP;14/5/2020;14;1;ST;5;215048;2020
9718760463;8;Africa;Sao_Tome_and_Principe;STP;13/5/2020;13;1;ST;5;215048;2020
9486254232;4;Africa;Sao_Tome_and_Principe;STP;12/5/2020;12;0;ST;5;215048;2020
9300249247;0;Africa;Sao_Tome_and_Principe;STP;11/5/2020;11;0;ST;5;215048;2020
9300249247;0;Africa;Sao_Tome_and_Principe;STP;10/5/2020;10;0;ST;5;215048;2020
9300249247;21;Africa;Sao_Tome_and_Principe;STP;9/5/2020;9;1;ST;5;215048;2020
8323723076;13;Africa;Sao_Tome_and_Principe;STP;8/5/2020;8;1;ST;5;215048;2020
7765708121;0;Africa;Sao_Tome_and_Principe;STP;7/5/2020;7;0;ST;5;215048;2020
790521186;0;Africa;Sao_Tome_and_Principe;STP;6/5/2020;6;0;ST;5;215048;2020
790521186;156;Africa;Sao_Tome_and_Principe;STP;5/5/2020;5;2;ST;5;215048;2020
651017447;0;Africa;Sao_Tome_and_Principe;STP;4/5/2020;4;0;ST;5;215048;2020
651017447;0;Africa;Sao_Tome_and_Principe;STP;3/5/2020;3;0;ST;5;215048;2020
651017447;2;Africa;Sao_Tome_and_Principe;STP;2/5/2020;2;0;ST;5;215048;2020
558014955;2;Africa;Sao_Tome_and_Principe;STP;1/5/2020;1;1;ST;5;215048;2020
465012462;3;Africa;Sao_Tome_and_Principe;STP;30/4/2020;30;0;ST;4;215048;2020
325508724;3;Africa;Sao_Tome_and_Principe;STP;29/4/2020;29;0;ST;4;215048;2020
186004985;0;Africa;Sao_Tome_and_Principe;STP;28/4/2020;28;0;ST;4;215048;2020
186004985;0;Africa;Sao_Tome_and_Principe;STP;27/4/2020;27;0;ST;4;215048;2020
186004985;0;Africa;Sao_Tome_and_Principe;STP;26/4/2020;26;0;ST;4;215048;2020
186004985;0;Africa;Sao_Tome_and_Principe;STP;25/4/2020;25;0;ST;4;215048;2020
186004985;1;Africa;Sao_Tome_and_Principe;STP;24/4/2020;24;0;ST;4;215048;2020
139503739;3;Africa;Sao_Tome_and_Principe;STP;23/4/2020;23;0;ST;4;215048;2020
186004985;0;Africa;Sao_Tome_and_Principe;STP;22/4/2020;22;0;ST;4;215048;2020
;0;Africa;Sao_Tome_and_Principe;STP;21/4/2020;21;0;ST;4;215048;2020
;0;Africa;Sao_Tome_and_Principe;STP;20/4/2020;20;0;ST;4;215048;2020
;0;Africa;Sao_Tome_and_Principe;STP;19/4/2020;19;0;ST;4;215048;2020
;0;Africa;Sao_Tome_and_Principe;STP;18/4/2020;18;0;ST;4;215048;2020
;0;Africa;Sao_Tome_and_Principe;STP;17/4/2020;17;0;ST;4;215048;2020
;0;Africa;Sao_Tome_and_Principe;STP;16/4/2020;16;0;ST;4;215048;2020
;0;Africa;Sao_Tome_and_Principe;STP;15/4/2020;15;0;ST;4;215048;2020
;0;Africa;Sao_Tome_and_Principe;STP;14/4/2020;14;0;ST;4;215048;2020
;0;Africa;Sao_Tome_and_Principe;STP;13/4/2020;13;0;ST;4;215048;2020
;0;Africa;Sao_Tome_and_Principe;STP;12/4/2020;12;0;ST;4;215048;2020
;0;Africa;Sao_Tome_and_Principe;STP;11/4/2020;11;0;ST;4;215048;2020
;0;Africa;Sao_Tome_and_Principe;STP;10/4/2020;10;0;ST;4;215048;2020
;4;Africa;Sao_Tome_and_Principe;STP;9/4/2020;9;0;ST;4;215048;2020
805403699;139;Asia;Saudi_Arabia;SAU;14/12/2020;14;12;SA;12;34268529;2020
828165107;166;Asia;Saudi_Arabia;SAU;13/12/2020;13;13;SA;12;34268529;2020
843923006;168;Asia;Saudi_Arabia;SAU;12/12/2020;12;11;SA;12;34268529;2020
883025939;141;Asia;Saudi_Arabia;SAU;11/12/2020;11;10;SA;12;34268529;2020
93584408;159;Asia;Saudi_Arabia;SAU;10/12/2020;10;13;SA;12;34268529;2020
98457684;193;Asia;Saudi_Arabia;SAU;9/12/2020;9;12;SA;12;34268529;2020
1001793803;209;Asia;Saudi_Arabia;SAU;8/12/2020;8;12;SA;12;34268529;2020
1008213688;187;Asia;Saudi_Arabia;SAU;7/12/2020;7;11;SA;12;34268529;2020
1019010766;190;Asia;Saudi_Arabia;SAU;6/12/2020;6;14;SA;12;34268529;2020
1028056967;234;Asia;Saudi_Arabia;SAU;5/12/2020;5;10;SA;12;34268529;2020
104323124;230;Asia;Saudi_Arabia;SAU;4/12/2020;4;11;SA;12;34268529;2020
1069202591;249;Asia;Saudi_Arabia;SAU;3/12/2020;3;12;SA;12;34268529;2020
1081166921;263;Asia;Saudi_Arabia;SAU;2/12/2020;2;11;SA;12;34268529;2020
1110056402;232;Asia;Saudi_Arabia;SAU;1/12/2020;1;12;SA;12;34268529;2020
1130191494;217;Asia;Saudi_Arabia;SAU;30/11/2020;30;14;SA;11;34268529;2020
1155871033;220;Asia;Saudi_Arabia;SAU;29/11/2020;29;13;SA;11;34268529;2020
1193514901;302;Asia;Saudi_Arabia;SAU;28/11/2020;28;17;SA;11;34268529;2020
1234076899;322;Asia;Saudi_Arabia;SAU;27/11/2020;27;15;SA;11;34268529;2020
1230866957;326;Asia;Saudi_Arabia;SAU;26/11/2020;26;14;SA;11;34268529;2020
1250710236;252;Asia;Saudi_Arabia;SAU;25/11/2020;25;15;SA;11;34268529;2020
1314617269;231;Asia;Saudi_Arabia;SAU;24/11/2020;24;16;SA;11;34268529;2020
1361599151;224;Asia;Saudi_Arabia;SAU;23/11/2020;23;19;SA;11;34268529;2020
1402161149;221;Asia;Saudi_Arabia;SAU;22/11/2020;22;16;SA;11;34268529;2020
1456438355;286;Asia;Saudi_Arabia;SAU;21/11/2020;21;16;SA;11;34268529;2020
1500210295;319;Asia;Saudi_Arabia;SAU;20/11/2020;20;19;SA;11;34268529;2020
1538437789;290;Asia;Saudi_Arabia;SAU;19/11/2020;19;18;SA;11;34268529;2020
1578124348;362;Asia;Saudi_Arabia;SAU;18/11/2020;18;16;SA;11;34268529;2020
1610515584;301;Asia;Saudi_Arabia;SAU;17/11/2020;17;19;SA;11;34268529;2020
1633860619;305;Asia;Saudi_Arabia;SAU;16/11/2020;16;16;SA;11;34268529;2020
1653995711;349;Asia;Saudi_Arabia;SAU;15/11/2020;15;16;SA;11;34268529;2020
1669461797;441;Asia;Saudi_Arabia;SAU;14/11/2020;14;20;SA;11;34268529;2020
1656913841;311;Asia;Saudi_Arabia;SAU;13/11/2020;13;15;SA;11;34268529;2020
1693098645;394;Asia;Saudi_Arabia;SAU;12/11/2020;12;14;SA;11;34268529;2020
1699518529;471;Asia;Saudi_Arabia;SAU;11/11/2020;11;17;SA;11;34268529;2020
1678507998;392;Asia;Saudi_Arabia;SAU;10/11/2020;10;19;SA;11;34268529;2020
1668294545;363;Asia;Saudi_Arabia;SAU;9/11/2020;9;15;SA;11;34268529;2020
1656622028;407;Asia;Saudi_Arabia;SAU;8/11/2020;8;19;SA;11;34268529;2020
1653120273;436;Asia;Saudi_Arabia;SAU;7/11/2020;7;17;SA;11;34268529;2020
1637654187;450;Asia;Saudi_Arabia;SAU;6/11/2020;6;18;SA;11;34268529;2020
1623355353;426;Asia;Saudi_Arabia;SAU;5/11/2020;5;15;SA;11;34268529;2020
1617227282;473;Asia;Saudi_Arabia;SAU;4/11/2020;4;19;SA;11;34268529;2020
1591547743;381;Asia;Saudi_Arabia;SAU;3/11/2020;3;35;SA;11;34268529;2020
1591547743;374;Asia;Saudi_Arabia;SAU;2/11/2020;2;0;SA;11;34268529;2020
1583960607;402;Asia;Saudi_Arabia;SAU;1/11/2020;1;19;SA;11;34268529;2020
1571412651;398;Asia;Saudi_Arabia;SAU;31/10/2020;31;20;SA;10;34268529;2020
1581626104;435;Asia;Saudi_Arabia;SAU;30/10/2020;30;15;SA;10;34268529;2020
1592423182;416;Asia;Saudi_Arabia;SAU;29/10/2020;29;19;SA;10;34268529;2020
1617227282;399;Asia;Saudi_Arabia;SAU;28/10/2020;28;16;SA;10;34268529;2020
1639113252;357;Asia;Saudi_Arabia;SAU;27/10/2020;27;17;SA;10;34268529;2020
1636486935;323;Asia;Saudi_Arabia;SAU;26/10/2020;26;15;SA;10;34268529;2020
1636486935;395;Asia;Saudi_Arabia;SAU;25/10/2020;25;17;SA;10;34268529;2020
1639405065;383;Asia;Saudi_Arabia;SAU;24/10/2020;24;14;SA;10;34268529;2020
1646408575;401;Asia;Saudi_Arabia;SAU;23/10/2020;23;15;SA;10;34268529;2020
1652244834;405;Asia;Saudi_Arabia;SAU;22/10/2020;22;18;SA;10;34268529;2020
1670629049;385;Asia;Saudi_Arabia;SAU;21/10/2020;21;16;SA;10;34268529;2020
1697475839;381;Asia;Saudi_Arabia;SAU;20/10/2020;20;16;SA;10;34268529;2020
1696892213;348;Asia;Saudi_Arabia;SAU;19/10/2020;19;20;SA;10;34268529;2020
1709148356;359;Asia;Saudi_Arabia;SAU;18/10/2020;18;21;SA;10;34268529;2020
1726657132;433;Asia;Saudi_Arabia;SAU;17/10/2020;17;17;SA;10;34268529;2020
1740664153;472;Asia;Saudi_Arabia;SAU;16/10/2020;16;19;SA;10;34268529;2020
1746500412;501;Asia;Saudi_Arabia;SAU;15/10/2020;15;21;SA;10;34268529;2020
1722279938;474;Asia;Saudi_Arabia;SAU;14/10/2020;14;19;SA;10;34268529;2020
1741247779;348;Asia;Saudi_Arabia;SAU;13/10/2020;13;25;SA;10;34268529;2020
1772471763;323;Asia;Saudi_Arabia;SAU;12/10/2020;12;25;SA;10;34268529;2020
1795816797;405;Asia;Saudi_Arabia;SAU;11/10/2020;11;22;SA;10;34268529;2020
1812158322;407;Asia;Saudi_Arabia;SAU;10/10/2020;10;24;SA;10;34268529;2020
1831126162;421;Asia;Saudi_Arabia;SAU;9/10/2020;9;25;SA;10;34268529;2020
1853595758;468;Asia;Saudi_Arabia;SAU;8/10/2020;8;24;SA;10;34268529;2020
1880734361;477;Asia;Saudi_Arabia;SAU;7/10/2020;7;25;SA;10;34268529;2020
1902620331;379;Asia;Saudi_Arabia;SAU;6/10/2020;6;23;SA;10;34268529;2020
1935595193;390;Asia;Saudi_Arabia;SAU;5/10/2020;5;25;SA;10;34268529;2020
1962733796;419;Asia;Saudi_Arabia;SAU;4/10/2020;4;27;SA;10;34268529;2020
2001253103;481;Asia;Saudi_Arabia;SAU;3/10/2020;3;29;SA;10;34268529;2020
2028975332;492;Asia;Saudi_Arabia;SAU;2/10/2020;2;26;SA;10;34268529;2020
2058448438;418;Asia;Saudi_Arabia;SAU;1/10/2020;1;29;SA;10;34268529;2020
2117686464;539;Asia;Saudi_Arabia;SAU;30/9/2020;30;27;SA;9;34268529;2020
2156497584;455;Asia;Saudi_Arabia;SAU;29/9/2020;29;29;SA;9;34268529;2020
220085315;403;Asia;Saudi_Arabia;SAU;28/9/2020;28;28;SA;9;34268529;2020
2258632111;461;Asia;Saudi_Arabia;SAU;27/9/2020;27;30;SA;9;34268529;2020
2311742065;472;Asia;Saudi_Arabia;SAU;26/9/2020;26;26;SA;9;34268529;2020
2374481846;498;Asia;Saudi_Arabia;SAU;25/9/2020;25;30;SA;9;34268529;2020
2435762562;561;Asia;Saudi_Arabia;SAU;24/9/2020;24;27;SA;9;34268529;2020
249821053;552;Asia;Saudi_Arabia;SAU;23/9/2020;23;30;SA;9;34268529;2020
2524473694;492;Asia;Saudi_Arabia;SAU;22/9/2020;22;27;SA;9;34268529;2020
2605014064;483;Asia;Saudi_Arabia;SAU;21/9/2020;21;27;SA;9;34268529;2020
2725240993;551;Asia;Saudi_Arabia;SAU;20/9/2020;20;28;SA;9;34268529;2020
2795276097;576;Asia;Saudi_Arabia;SAU;19/9/2020;19;31;SA;9;34268529;2020
2867062079;593;Asia;Saudi_Arabia;SAU;18/9/2020;18;30;SA;9;34268529;2020
2937097183;621;Asia;Saudi_Arabia;SAU;17/9/2020;17;31;SA;9;34268529;2020
2994000705;672;Asia;Saudi_Arabia;SAU;16/9/2020;16;33;SA;9;34268529;2020
3059950429;607;Asia;Saudi_Arabia;SAU;15/9/2020;15;37;SA;9;34268529;2020
3160334078;601;Asia;Saudi_Arabia;SAU;14/9/2020;14;28;SA;9;34268529;2020
3250504275;643;Asia;Saudi_Arabia;SAU;13/9/2020;13;27;SA;9;34268529;2020
3350887924;687;Asia;Saudi_Arabia;SAU;12/9/2020;12;24;SA;9;34268529;2020
3462360465;708;Asia;Saudi_Arabia;SAU;11/9/2020;11;24;SA;9;34268529;2020
3553114287;775;Asia;Saudi_Arabia;SAU;10/9/2020;10;28;SA;9;34268529;2020
3638615477;642;Asia;Saudi_Arabia;SAU;9/9/2020;9;30;SA;9;34268529;2020
3776351182;768;Asia;Saudi_Arabia;SAU;8/9/2020;8;26;SA;9;34268529;2020
3895119046;895;Asia;Saudi_Arabia;SAU;7/9/2020;7;32;SA;9;34268529;2020
3957567014;791;Asia;Saudi_Arabia;SAU;6/9/2020;6;34;SA;9;34268529;2020
4072249497;822;Asia;Saudi_Arabia;SAU;5/9/2020;5;33;SA;9;34268529;2020
4186348355;833;Asia;Saudi_Arabia;SAU;4/9/2020;4;26;SA;9;34268529;2020
4318831427;816;Asia;Saudi_Arabia;SAU;3/9/2020;3;27;SA;9;34268529;2020
4475534973;898;Asia;Saudi_Arabia;SAU;2/9/2020;2;32;SA;9;34268529;2020
4627569511;951;Asia;Saudi_Arabia;SAU;1/9/2020;1;27;SA;9;34268529;2020
4750422757;910;Asia;Saudi_Arabia;SAU;31/8/2020;31;30;SA;8;34268529;2020
4842927457;987;Asia;Saudi_Arabia;SAU;30/8/2020;30;27;SA;8;34268529;2020
4967239767;1069;Asia;Saudi_Arabia;SAU;29/8/2020;29;28;SA;8;34268529;2020
5058869028;1019;Asia;Saudi_Arabia;SAU;28/8/2020;28;30;SA;8;34268529;2020
5193978417;1068;Asia;Saudi_Arabia;SAU;27/8/2020;27;33;SA;8;34268529;2020
5340176697;1114;Asia;Saudi_Arabia;SAU;26/8/2020;26;31;SA;8;34268529;2020
5458944561;1175;Asia;Saudi_Arabia;SAU;25/8/2020;25;42;SA;8;34268529;2020
5482873222;1109;Asia;Saudi_Arabia;SAU;24/8/2020;24;30;SA;8;34268529;2020
5575961548;1184;Asia;Saudi_Arabia;SAU;23/8/2020;23;39;SA;8;34268529;2020
5659128234;1213;Asia;Saudi_Arabia;SAU;22/8/2020;22;32;SA;8;34268529;2020
5762430013;1287;Asia;Saudi_Arabia;SAU;21/8/2020;21;42;SA;8;34268529;2020
57959885;1353;Asia;Saudi_Arabia;SAU;20/8/2020;20;36;SA;8;34268529;2020
5806493766;1419;Asia;Saudi_Arabia;SAU;19/8/2020;19;34;SA;8;34268529;2020
578402417;1372;Asia;Saudi_Arabia;SAU;18/8/2020;18;28;SA;8;34268529;2020
5750757495;1227;Asia;Saudi_Arabia;SAU;17/8/2020;17;39;SA;8;34268529;2020
5788693177;1413;Asia;Saudi_Arabia;SAU;16/8/2020;16;31;SA;8;34268529;2020
5835383246;1383;Asia;Saudi_Arabia;SAU;15/8/2020;15;35;SA;8;34268529;2020
5923802565;1482;Asia;Saudi_Arabia;SAU;14/8/2020;14;34;SA;8;34268529;2020
5966699067;1569;Asia;Saudi_Arabia;SAU;13/8/2020;13;36;SA;8;34268529;2020
6022143524;1521;Asia;Saudi_Arabia;SAU;12/8/2020;12;34;SA;8;34268529;2020
6131865187;1257;Asia;Saudi_Arabia;SAU;11/8/2020;11;32;SA;8;34268529;2020
6346639507;1428;Asia;Saudi_Arabia;SAU;10/8/2020;10;37;SA;8;34268529;2020
6504218492;1469;Asia;Saudi_Arabia;SAU;9/8/2020;9;37;SA;8;34268529;2020
6717825559;1567;Asia;Saudi_Arabia;SAU;8/8/2020;8;38;SA;8;34268529;2020
6954485849;1402;Asia;Saudi_Arabia;SAU;7/8/2020;7;35;SA;8;34268529;2020
7198441462;1389;Asia;Saudi_Arabia;SAU;6/8/2020;6;36;SA;8;34268529;2020
7473329246;1342;Asia;Saudi_Arabia;SAU;5/8/2020;5;35;SA;8;34268529;2020
7804245114;1258;Asia;Saudi_Arabia;SAU;4/8/2020;4;32;SA;8;34268529;2020
814595806;1357;Asia;Saudi_Arabia;SAU;3/8/2020;3;50;SA;8;34268529;2020
8480667495;1573;Asia;Saudi_Arabia;SAU;2/8/2020;2;1;SA;8;34268529;2020
8770145926;1686;Asia;Saudi_Arabia;SAU;1/8/2020;1;0;SA;8;34268529;2020
9040656516;1629;Asia;Saudi_Arabia;SAU;31/7/2020;31;50;SA;7;34268529;2020
9371864196;1759;Asia;Saudi_Arabia;SAU;30/7/2020;30;27;SA;7;34268529;2020
9637997592;1897;Asia;Saudi_Arabia;SAU;29/7/2020;29;29;SA;7;34268529;2020
9869988875;1993;Asia;Saudi_Arabia;SAU;28/7/2020;28;27;SA;7;34268529;2020
10120656186;1968;Asia;Saudi_Arabia;SAU;27/7/2020;27;30;SA;7;34268529;2020
10357316475;2201;Asia;Saudi_Arabia;SAU;26/7/2020;26;31;SA;7;34268529;2020
10588724132;2378;Asia;Saudi_Arabia;SAU;25/7/2020;25;37;SA;7;34268529;2020
10816630034;2238;Asia;Saudi_Arabia;SAU;24/7/2020;24;34;SA;7;34268529;2020
11092393257;2331;Asia;Saudi_Arabia;SAU;23/7/2020;23;44;SA;7;34268529;2020
11298121375;2476;Asia;Saudi_Arabia;SAU;22/7/2020;22;34;SA;7;34268529;2020
11565422023;2429;Asia;Saudi_Arabia;SAU;21/7/2020;21;37;SA;7;34268529;2020
1208426542;2504;Asia;Saudi_Arabia;SAU;20/7/2020;20;39;SA;7;34268529;2020
12398256138;2565;Asia;Saudi_Arabia;SAU;19/7/2020;19;40;SA;7;34268529;2020
12854359754;2613;Asia;Saudi_Arabia;SAU;18/7/2020;18;37;SA;7;34268529;2020
1331542419;2764;Asia;Saudi_Arabia;SAU;17/7/2020;17;45;SA;7;34268529;2020
13496056396;2671;Asia;Saudi_Arabia;SAU;16/7/2020;16;42;SA;7;34268529;2020
13709371651;2692;Asia;Saudi_Arabia;SAU;15/7/2020;15;40;SA;7;34268529;2020
14203994575;2852;Asia;Saudi_Arabia;SAU;14/7/2020;14;20;SA;7;34268529;2020
14522362486;2779;Asia;Saudi_Arabia;SAU;13/7/2020;13;42;SA;7;34268529;2020
14875456136;2994;Asia;Saudi_Arabia;SAU;12/7/2020;12;30;SA;7;34268529;2020
15147717604;3159;Asia;Saudi_Arabia;SAU;11/7/2020;11;51;SA;7;34268529;2020
1537503988;3183;Asia;Saudi_Arabia;SAU;10/7/2020;10;41;SA;7;34268529;2020
15430192524;3036;Asia;Saudi_Arabia;SAU;9/7/2020;9;42;SA;7;34268529;2020
1545558025;3392;Asia;Saudi_Arabia;SAU;8/7/2020;8;49;SA;7;34268529;2020
15381751577;4207;Asia;Saudi_Arabia;SAU;7/7/2020;7;52;SA;7;34268529;2020
15144215849;3580;Asia;Saudi_Arabia;SAU;6/7/2020;6;58;SA;7;34268529;2020
15085561449;4128;Asia;Saudi_Arabia;SAU;5/7/2020;5;56;SA;7;34268529;2020
1503099243;4193;Asia;Saudi_Arabia;SAU;4/7/2020;4;50;SA;7;34268529;2020
15062508227;3383;Asia;Saudi_Arabia;SAU;3/7/2020;3;54;SA;7;34268529;2020
15463459199;3402;Asia;Saudi_Arabia;SAU;2/7/2020;2;49;SA;7;34268529;2020
1590613942;4387;Asia;Saudi_Arabia;SAU;1/7/2020;1;50;SA;7;34268529;2020
15871121868;3943;Asia;Saudi_Arabia;SAU;30/6/2020;30;48;SA;6;34268529;2020
16035704363;3989;Asia;Saudi_Arabia;SAU;29/6/2020;29;40;SA;6;34268529;2020
16106906719;3927;Asia;Saudi_Arabia;SAU;28/6/2020;28;37;SA;6;34268529;2020
15943199663;3938;Asia;Saudi_Arabia;SAU;27/6/2020;27;46;SA;6;34268529;2020
15938238843;3372;Asia;Saudi_Arabia;SAU;26/6/2020;26;41;SA;6;34268529;2020
16043583312;3123;Asia;Saudi_Arabia;SAU;25/6/2020;25;41;SA;6;34268529;2020
16216920195;3139;Asia;Saudi_Arabia;SAU;24/6/2020;24;39;SA;6;34268529;2020
16260400322;3393;Asia;Saudi_Arabia;SAU;23/6/2020;23;40;SA;6;34268529;2020
16253396812;3379;Asia;Saudi_Arabia;SAU;22/6/2020;22;37;SA;6;34268529;2020
16155931292;3941;Asia;Saudi_Arabia;SAU;21/6/2020;21;46;SA;6;34268529;2020
15916644686;4301;Asia;Saudi_Arabia;SAU;20/6/2020;20;45;SA;6;34268529;2020
15417644568;4757;Asia;Saudi_Arabia;SAU;19/6/2020;19;48;SA;6;34268529;2020
14605820985;4919;Asia;Saudi_Arabia;SAU;18/6/2020;18;39;SA;6;34268529;2020
13803919042;4267;Asia;Saudi_Arabia;SAU;17/6/2020;17;41;SA;6;34268529;2020
13104151626;4507;Asia;Saudi_Arabia;SAU;16/6/2020;16;39;SA;6;34268529;2020
1233785086;4233;Asia;Saudi_Arabia;SAU;15/6/2020;15;40;SA;6;34268529;2020
11650339587;3366;Asia;Saudi_Arabia;SAU;14/6/2020;14;39;SA;6;34268529;2020
11140250578;3921;Asia;Saudi_Arabia;SAU;13/6/2020;13;36;SA;6;34268529;2020
10457408312;3733;Asia;Saudi_Arabia;SAU;12/6/2020;12;38;SA;6;34268529;2020
9847811092;3717;Asia;Saudi_Arabia;SAU;11/6/2020;11;36;SA;6;34268529;2020
9292782891;3288;Asia;Saudi_Arabia;SAU;10/6/2020;10;37;SA;6;34268529;2020
8896792739;3369;Asia;Saudi_Arabia;SAU;9/6/2020;9;34;SA;6;34268529;2020
8565876872;3045;Asia;Saudi_Arabia;SAU;8/6/2020;8;36;SA;6;34268529;2020
8377365717;3121;Asia;Saudi_Arabia;SAU;7/6/2020;7;34;SA;6;34268529;2020
8179224734;2591;Asia;Saudi_Arabia;SAU;6/6/2020;6;31;SA;6;34268529;2020
8194107194;1975;Asia;Saudi_Arabia;SAU;5/6/2020;5;32;SA;6;34268529;2020
8356646998;2171;Asia;Saudi_Arabia;SAU;4/6/2020;4;30;SA;6;34268529;2020
8508389724;1869;Asia;Saudi_Arabia;SAU;3/6/2020;3;24;SA;6;34268529;2020
8695150002;1881;Asia;Saudi_Arabia;SAU;2/6/2020;2;22;SA;6;34268529;2020
8902920811;1877;Asia;Saudi_Arabia;SAU;1/6/2020;1;23;SA;6;34268529;2020
9153588122;1618;Asia;Saudi_Arabia;SAU;31/5/2020;31;22;SA;5;34268529;2020
9510183527;1581;Asia;Saudi_Arabia;SAU;30/5/2020;30;17;SA;5;34268529;2020
9722039718;1644;Asia;Saudi_Arabia;SAU;29/5/2020;29;16;SA;5;34268529;2020
9837305827;1815;Asia;Saudi_Arabia;SAU;28/5/2020;28;14;SA;5;34268529;2020
9863568991;1931;Asia;Saudi_Arabia;SAU;27/5/2020;27;12;SA;5;34268529;2020
9857732732;2235;Asia;Saudi_Arabia;SAU;26/5/2020;26;9;SA;5;34268529;2020
9779235053;2399;Asia;Saudi_Arabia;SAU;25/5/2020;25;11;SA;5;34268529;2020
9637122154;2442;Asia;Saudi_Arabia;SAU;24/5/2020;24;15;SA;5;34268529;2020
9421764208;2642;Asia;Saudi_Arabia;SAU;23/5/2020;23;13;SA;5;34268529;2020
9147168237;2532;Asia;Saudi_Arabia;SAU;22/5/2020;22;12;SA;5;34268529;2020
8931518479;2691;Asia;Saudi_Arabia;SAU;21/5/2020;21;10;SA;5;34268529;2020
8638538293;2509;Asia;Saudi_Arabia;SAU;20/5/2020;20;9;SA;5;34268529;2020
8371821271;2593;Asia;Saudi_Arabia;SAU;19/5/2020;19;8;SA;5;34268529;2020
8095182609;2736;Asia;Saudi_Arabia;SAU;18/5/2020;18;10;SA;5;34268529;2020
7749676095;2840;Asia;Saudi_Arabia;SAU;17/5/2020;17;10;SA;5;34268529;2020
7318376578;2307;Asia;Saudi_Arabia;SAU;16/5/2020;16;9;SA;5;34268529;2020
7037360722;2039;Asia;Saudi_Arabia;SAU;15/5/2020;15;10;SA;5;34268529;2020
6836593424;1905;Asia;Saudi_Arabia;SAU;14/5/2020;14;9;SA;5;34268529;2020
6667341922;1911;Asia;Saudi_Arabia;SAU;13/5/2020;13;9;SA;5;34268529;2020
6479122579;1966;Asia;Saudi_Arabia;SAU;12/5/2020;12;9;SA;5;34268529;2020
6281565223;1912;Asia;Saudi_Arabia;SAU;11/5/2020;11;7;SA;5;34268529;2020
6080506111;1704;Asia;Saudi_Arabia;SAU;10/5/2020;10;10;SA;5;34268529;2020
5932556953;1701;Asia;Saudi_Arabia;SAU;9/5/2020;9;10;SA;5;34268529;2020
5778187911;1793;Asia;Saudi_Arabia;SAU;8/5/2020;8;10;SA;5;34268529;2020
5592886698;1687;Asia;Saudi_Arabia;SAU;7/5/2020;7;9;SA;5;34268529;2020
5433556836;1595;Asia;Saudi_Arabia;SAU;6/5/2020;6;9;SA;5;34268529;2020
5302824641;1645;Asia;Saudi_Arabia;SAU;5/5/2020;5;7;SA;5;34268529;2020
5150206477;1552;Asia;Saudi_Arabia;SAU;4/5/2020;4;8;SA;5;34268529;2020
5014805275;1362;Asia;Saudi_Arabia;SAU;3/5/2020;3;7;SA;5;34268529;2020
49476883;1344;Asia;Saudi_Arabia;SAU;2/5/2020;2;7;SA;5;34268529;2020
4777853173;1351;Asia;Saudi_Arabia;SAU;1/5/2020;1;5;SA;5;34268529;2020
4534772998;1325;Asia;Saudi_Arabia;SAU;30/4/2020;30;5;SA;4;34268529;2020
4291984637;1266;Asia;Saudi_Arabia;SAU;29/4/2020;29;8;SA;4;34268529;2020
4049488089;1289;Asia;Saudi_Arabia;SAU;28/4/2020;28;5;SA;4;34268529;2020
3811076921;1223;Asia;Saudi_Arabia;SAU;27/4/2020;27;3;SA;4;34268529;2020
