Cumulative_number_for_14_days_of_COVID-19_cases_per_100000;cases;continentExp;countriesAndTerritories;countryterritoryCode;dateRep;day;deaths;geoId;month;popData2019;year
0;0;Europe;Greece;GRC;9/2/2020;9;0;EL;2;10724599;2020
0;0;Europe;Greece;GRC;8/2/2020;8;0;EL;2;10724599;2020
0;0;Europe;Greece;GRC;7/2/2020;7;0;EL;2;10724599;2020
0;0;Europe;Greece;GRC;6/2/2020;6;0;EL;2;10724599;2020
0;0;Europe;Greece;GRC;5/2/2020;5;0;EL;2;10724599;2020
0;0;Europe;Greece;GRC;4/2/2020;4;0;EL;2;10724599;2020
0;0;Europe;Greece;GRC;3/2/2020;3;0;EL;2;10724599;2020
0;0;Europe;Greece;GRC;2/2/2020;2;0;EL;2;10724599;2020
0;0;Europe;Greece;GRC;1/2/2020;1;0;EL;2;10724599;2020
0;0;Europe;Greece;GRC;31/1/2020;31;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;30/1/2020;30;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;29/1/2020;29;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;28/1/2020;28;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;27/1/2020;27;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;26/1/2020;26;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;25/1/2020;25;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;24/1/2020;24;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;23/1/2020;23;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;22/1/2020;22;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;21/1/2020;21;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;20/1/2020;20;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;19/1/2020;19;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;18/1/2020;18;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;17/1/2020;17;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;16/1/2020;16;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;15/1/2020;15;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;14/1/2020;14;0;EL;1;10724599;2020
0;0;Europe;Greece;GRC;13/1/2020;13;0;EL;1;10724599;2020
;0;Europe;Greece;GRC;12/1/2020;12;0;EL;1;10724599;2020
;0;Europe;Greece;GRC;11/1/2020;11;0;EL;1;10724599;2020
;0;Europe;Greece;GRC;10/1/2020;10;0;EL;1;10724599;2020
;0;Europe;Greece;GRC;9/1/2020;9;0;EL;1;10724599;2020
;0;Europe;Greece;GRC;8/1/2020;8;0;EL;1;10724599;2020
;0;Europe;Greece;GRC;7/1/2020;7;0;EL;1;10724599;2020
;0;Europe;Greece;GRC;6/1/2020;6;0;EL;1;10724599;2020
;0;Europe;Greece;GRC;5/1/2020;5;0;EL;1;10724599;2020
;0;Europe;Greece;GRC;4/1/2020;4;0;EL;1;10724599;2020
;0;Europe;Greece;GRC;3/1/2020;3;0;EL;1;10724599;2020
;0;Europe;Greece;GRC;2/1/2020;2;0;EL;1;10724599;2020
;0;Europe;Greece;GRC;1/1/2020;1;0;EL;1;10724599;2020
;0;Europe;Greece;GRC;31/12/2019;31;0;EL;12;10724599;2019
176491352;0;America;Greenland;GRL;14/12/2020;14;0;GL;12;56660;2020
176491352;0;America;Greenland;GRL;13/12/2020;13;0;GL;12;56660;2020
176491352;0;America;Greenland;GRL;12/12/2020;12;0;GL;12;56660;2020
176491352;0;America;Greenland;GRL;11/12/2020;11;0;GL;12;56660;2020
176491352;0;America;Greenland;GRL;10/12/2020;10;0;GL;12;56660;2020
176491352;1;America;Greenland;GRL;9/12/2020;9;0;GL;12;56660;2020
0;0;America;Greenland;GRL;8/12/2020;8;0;GL;12;56660;2020
0;0;America;Greenland;GRL;7/12/2020;7;0;GL;12;56660;2020
0;0;America;Greenland;GRL;6/12/2020;6;0;GL;12;56660;2020
0;0;America;Greenland;GRL;5/12/2020;5;0;GL;12;56660;2020
0;0;America;Greenland;GRL;4/12/2020;4;0;GL;12;56660;2020
0;0;America;Greenland;GRL;3/12/2020;3;0;GL;12;56660;2020
0;0;America;Greenland;GRL;2/12/2020;2;0;GL;12;56660;2020
0;0;America;Greenland;GRL;1/12/2020;1;0;GL;12;56660;2020
176491352;0;America;Greenland;GRL;30/11/2020;30;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;29/11/2020;29;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;28/11/2020;28;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;27/11/2020;27;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;26/11/2020;26;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;25/11/2020;25;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;24/11/2020;24;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;23/11/2020;23;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;22/11/2020;22;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;21/11/2020;21;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;20/11/2020;20;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;19/11/2020;19;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;18/11/2020;18;0;GL;11;56660;2020
176491352;1;America;Greenland;GRL;17/11/2020;17;0;GL;11;56660;2020
0;0;America;Greenland;GRL;16/11/2020;16;0;GL;11;56660;2020
0;0;America;Greenland;GRL;15/11/2020;15;0;GL;11;56660;2020
0;0;America;Greenland;GRL;14/11/2020;14;0;GL;11;56660;2020
0;0;America;Greenland;GRL;13/11/2020;13;0;GL;11;56660;2020
0;0;America;Greenland;GRL;12/11/2020;12;0;GL;11;56660;2020
0;0;America;Greenland;GRL;11/11/2020;11;0;GL;11;56660;2020
0;0;America;Greenland;GRL;10/11/2020;10;0;GL;11;56660;2020
0;0;America;Greenland;GRL;9/11/2020;9;0;GL;11;56660;2020
0;0;America;Greenland;GRL;8/11/2020;8;0;GL;11;56660;2020
0;0;America;Greenland;GRL;7/11/2020;7;0;GL;11;56660;2020
0;0;America;Greenland;GRL;6/11/2020;6;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;5/11/2020;5;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;4/11/2020;4;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;3/11/2020;3;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;2/11/2020;2;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;1/11/2020;1;0;GL;11;56660;2020
176491352;0;America;Greenland;GRL;31/10/2020;31;0;GL;10;56660;2020
176491352;0;America;Greenland;GRL;30/10/2020;30;0;GL;10;56660;2020
176491352;0;America;Greenland;GRL;29/10/2020;29;0;GL;10;56660;2020
176491352;0;America;Greenland;GRL;28/10/2020;28;0;GL;10;56660;2020
176491352;0;America;Greenland;GRL;27/10/2020;27;0;GL;10;56660;2020
176491352;0;America;Greenland;GRL;26/10/2020;26;0;GL;10;56660;2020
176491352;0;America;Greenland;GRL;25/10/2020;25;0;GL;10;56660;2020
176491352;0;America;Greenland;GRL;24/10/2020;24;0;GL;10;56660;2020
352982704;1;America;Greenland;GRL;23/10/2020;23;0;GL;10;56660;2020
352982704;0;America;Greenland;GRL;22/10/2020;22;0;GL;10;56660;2020
352982704;0;America;Greenland;GRL;21/10/2020;21;0;GL;10;56660;2020
352982704;0;America;Greenland;GRL;20/10/2020;20;0;GL;10;56660;2020
352982704;0;America;Greenland;GRL;19/10/2020;19;0;GL;10;56660;2020
352982704;0;America;Greenland;GRL;18/10/2020;18;0;GL;10;56660;2020
352982704;0;America;Greenland;GRL;17/10/2020;17;0;GL;10;56660;2020
352982704;0;America;Greenland;GRL;16/10/2020;16;0;GL;10;56660;2020
352982704;0;America;Greenland;GRL;15/10/2020;15;0;GL;10;56660;2020
352982704;0;America;Greenland;GRL;14/10/2020;14;0;GL;10;56660;2020
352982704;0;America;Greenland;GRL;13/10/2020;13;0;GL;10;56660;2020
352982704;0;America;Greenland;GRL;12/10/2020;12;0;GL;10;56660;2020
352982704;0;America;Greenland;GRL;11/10/2020;11;0;GL;10;56660;2020
352982704;1;America;Greenland;GRL;10/10/2020;10;0;GL;10;56660;2020
176491352;1;America;Greenland;GRL;9/10/2020;9;0;GL;10;56660;2020
0;0;America;Greenland;GRL;8/10/2020;8;0;GL;10;56660;2020
0;0;America;Greenland;GRL;7/10/2020;7;0;GL;10;56660;2020
0;0;America;Greenland;GRL;6/10/2020;6;0;GL;10;56660;2020
0;0;America;Greenland;GRL;5/10/2020;5;0;GL;10;56660;2020
0;0;America;Greenland;GRL;4/10/2020;4;0;GL;10;56660;2020
0;0;America;Greenland;GRL;3/10/2020;3;0;GL;10;56660;2020
0;0;America;Greenland;GRL;2/10/2020;2;0;GL;10;56660;2020
0;0;America;Greenland;GRL;1/10/2020;1;0;GL;10;56660;2020
0;0;America;Greenland;GRL;30/9/2020;30;0;GL;9;56660;2020
0;0;America;Greenland;GRL;29/9/2020;29;0;GL;9;56660;2020
0;0;America;Greenland;GRL;28/9/2020;28;0;GL;9;56660;2020
0;0;America;Greenland;GRL;27/9/2020;27;0;GL;9;56660;2020
0;0;America;Greenland;GRL;26/9/2020;26;0;GL;9;56660;2020
0;0;America;Greenland;GRL;25/9/2020;25;0;GL;9;56660;2020
0;0;America;Greenland;GRL;24/9/2020;24;0;GL;9;56660;2020
0;0;America;Greenland;GRL;23/9/2020;23;0;GL;9;56660;2020
0;0;America;Greenland;GRL;22/9/2020;22;0;GL;9;56660;2020
0;0;America;Greenland;GRL;21/9/2020;21;0;GL;9;56660;2020
0;0;America;Greenland;GRL;20/9/2020;20;0;GL;9;56660;2020
0;0;America;Greenland;GRL;19/9/2020;19;0;GL;9;56660;2020
0;0;America;Greenland;GRL;18/9/2020;18;0;GL;9;56660;2020
0;0;America;Greenland;GRL;17/9/2020;17;0;GL;9;56660;2020
0;0;America;Greenland;GRL;16/9/2020;16;0;GL;9;56660;2020
0;0;America;Greenland;GRL;15/9/2020;15;0;GL;9;56660;2020
0;0;America;Greenland;GRL;14/9/2020;14;0;GL;9;56660;2020
0;0;America;Greenland;GRL;13/9/2020;13;0;GL;9;56660;2020
0;0;America;Greenland;GRL;12/9/2020;12;0;GL;9;56660;2020
0;0;America;Greenland;GRL;11/9/2020;11;0;GL;9;56660;2020
0;0;America;Greenland;GRL;10/9/2020;10;0;GL;9;56660;2020
0;0;America;Greenland;GRL;9/9/2020;9;0;GL;9;56660;2020
0;0;America;Greenland;GRL;8/9/2020;8;0;GL;9;56660;2020
0;0;America;Greenland;GRL;7/9/2020;7;0;GL;9;56660;2020
0;0;America;Greenland;GRL;6/9/2020;6;0;GL;9;56660;2020
0;0;America;Greenland;GRL;5/9/2020;5;0;GL;9;56660;2020
0;0;America;Greenland;GRL;4/9/2020;4;0;GL;9;56660;2020
0;0;America;Greenland;GRL;3/9/2020;3;0;GL;9;56660;2020
0;0;America;Greenland;GRL;2/9/2020;2;0;GL;9;56660;2020
0;0;America;Greenland;GRL;1/9/2020;1;0;GL;9;56660;2020
0;0;America;Greenland;GRL;31/8/2020;31;0;GL;8;56660;2020
0;0;America;Greenland;GRL;30/8/2020;30;0;GL;8;56660;2020
0;0;America;Greenland;GRL;29/8/2020;29;0;GL;8;56660;2020
0;0;America;Greenland;GRL;28/8/2020;28;0;GL;8;56660;2020
0;0;America;Greenland;GRL;27/8/2020;27;0;GL;8;56660;2020
0;0;America;Greenland;GRL;26/8/2020;26;0;GL;8;56660;2020
0;0;America;Greenland;GRL;25/8/2020;25;0;GL;8;56660;2020
0;0;America;Greenland;GRL;24/8/2020;24;0;GL;8;56660;2020
0;0;America;Greenland;GRL;23/8/2020;23;0;GL;8;56660;2020
0;0;America;Greenland;GRL;22/8/2020;22;0;GL;8;56660;2020
0;0;America;Greenland;GRL;21/8/2020;21;0;GL;8;56660;2020
0;0;America;Greenland;GRL;20/8/2020;20;0;GL;8;56660;2020
0;0;America;Greenland;GRL;19/8/2020;19;0;GL;8;56660;2020
0;0;America;Greenland;GRL;18/8/2020;18;0;GL;8;56660;2020
0;0;America;Greenland;GRL;17/8/2020;17;0;GL;8;56660;2020
0;0;America;Greenland;GRL;16/8/2020;16;0;GL;8;56660;2020
0;0;America;Greenland;GRL;15/8/2020;15;0;GL;8;56660;2020
0;0;America;Greenland;GRL;14/8/2020;14;0;GL;8;56660;2020
0;0;America;Greenland;GRL;13/8/2020;13;0;GL;8;56660;2020
0;0;America;Greenland;GRL;12/8/2020;12;0;GL;8;56660;2020
176491352;0;America;Greenland;GRL;11/8/2020;11;0;GL;8;56660;2020
176491352;0;America;Greenland;GRL;10/8/2020;10;0;GL;8;56660;2020
176491352;0;America;Greenland;GRL;9/8/2020;9;0;GL;8;56660;2020
176491352;0;America;Greenland;GRL;8/8/2020;8;0;GL;8;56660;2020
176491352;0;America;Greenland;GRL;7/8/2020;7;0;GL;8;56660;2020
176491352;0;America;Greenland;GRL;6/8/2020;6;0;GL;8;56660;2020
176491352;0;America;Greenland;GRL;5/8/2020;5;0;GL;8;56660;2020
176491352;0;America;Greenland;GRL;4/8/2020;4;0;GL;8;56660;2020
176491352;0;America;Greenland;GRL;3/8/2020;3;0;GL;8;56660;2020
176491352;0;America;Greenland;GRL;2/8/2020;2;0;GL;8;56660;2020
176491352;0;America;Greenland;GRL;1/8/2020;1;0;GL;8;56660;2020
176491352;0;America;Greenland;GRL;31/7/2020;31;0;GL;7;56660;2020
176491352;0;America;Greenland;GRL;30/7/2020;30;0;GL;7;56660;2020
176491352;1;America;Greenland;GRL;29/7/2020;29;0;GL;7;56660;2020
0;0;America;Greenland;GRL;28/7/2020;28;0;GL;7;56660;2020
0;0;America;Greenland;GRL;27/7/2020;27;0;GL;7;56660;2020
0;0;America;Greenland;GRL;26/7/2020;26;0;GL;7;56660;2020
0;0;America;Greenland;GRL;25/7/2020;25;0;GL;7;56660;2020
0;0;America;Greenland;GRL;24/7/2020;24;0;GL;7;56660;2020
0;0;America;Greenland;GRL;23/7/2020;23;0;GL;7;56660;2020
0;0;America;Greenland;GRL;22/7/2020;22;0;GL;7;56660;2020
0;0;America;Greenland;GRL;21/7/2020;21;0;GL;7;56660;2020
0;0;America;Greenland;GRL;20/7/2020;20;0;GL;7;56660;2020
0;0;America;Greenland;GRL;19/7/2020;19;0;GL;7;56660;2020
0;0;America;Greenland;GRL;18/7/2020;18;0;GL;7;56660;2020
0;0;America;Greenland;GRL;17/7/2020;17;0;GL;7;56660;2020
0;0;America;Greenland;GRL;16/7/2020;16;0;GL;7;56660;2020
0;0;America;Greenland;GRL;15/7/2020;15;0;GL;7;56660;2020
0;0;America;Greenland;GRL;14/7/2020;14;0;GL;7;56660;2020
0;0;America;Greenland;GRL;13/7/2020;13;0;GL;7;56660;2020
0;0;America;Greenland;GRL;12/7/2020;12;0;GL;7;56660;2020
0;0;America;Greenland;GRL;11/7/2020;11;0;GL;7;56660;2020
0;0;America;Greenland;GRL;10/7/2020;10;0;GL;7;56660;2020
0;0;America;Greenland;GRL;9/7/2020;9;0;GL;7;56660;2020
0;0;America;Greenland;GRL;8/7/2020;8;0;GL;7;56660;2020
0;0;America;Greenland;GRL;7/7/2020;7;0;GL;7;56660;2020
0;0;America;Greenland;GRL;6/7/2020;6;0;GL;7;56660;2020
0;0;America;Greenland;GRL;5/7/2020;5;0;GL;7;56660;2020
0;0;America;Greenland;GRL;4/7/2020;4;0;GL;7;56660;2020
0;0;America;Greenland;GRL;3/7/2020;3;0;GL;7;56660;2020
0;0;America;Greenland;GRL;2/7/2020;2;0;GL;7;56660;2020
0;0;America;Greenland;GRL;1/7/2020;1;0;GL;7;56660;2020
0;0;America;Greenland;GRL;30/6/2020;30;0;GL;6;56660;2020
0;0;America;Greenland;GRL;29/6/2020;29;0;GL;6;56660;2020
0;0;America;Greenland;GRL;28/6/2020;28;0;GL;6;56660;2020
0;0;America;Greenland;GRL;27/6/2020;27;0;GL;6;56660;2020
0;0;America;Greenland;GRL;26/6/2020;26;0;GL;6;56660;2020
0;0;America;Greenland;GRL;25/6/2020;25;0;GL;6;56660;2020
0;0;America;Greenland;GRL;24/6/2020;24;0;GL;6;56660;2020
0;0;America;Greenland;GRL;23/6/2020;23;0;GL;6;56660;2020
0;0;America;Greenland;GRL;22/6/2020;22;0;GL;6;56660;2020
0;0;America;Greenland;GRL;21/6/2020;21;0;GL;6;56660;2020
0;0;America;Greenland;GRL;20/6/2020;20;0;GL;6;56660;2020
0;0;America;Greenland;GRL;19/6/2020;19;0;GL;6;56660;2020
0;0;America;Greenland;GRL;18/6/2020;18;0;GL;6;56660;2020
0;0;America;Greenland;GRL;17/6/2020;17;0;GL;6;56660;2020
0;0;America;Greenland;GRL;16/6/2020;16;0;GL;6;56660;2020
0;0;America;Greenland;GRL;15/6/2020;15;0;GL;6;56660;2020
0;0;America;Greenland;GRL;14/6/2020;14;0;GL;6;56660;2020
0;0;America;Greenland;GRL;13/6/2020;13;0;GL;6;56660;2020
0;0;America;Greenland;GRL;12/6/2020;12;0;GL;6;56660;2020
176491352;0;America;Greenland;GRL;11/6/2020;11;0;GL;6;56660;2020
176491352;0;America;Greenland;GRL;10/6/2020;10;0;GL;6;56660;2020
176491352;0;America;Greenland;GRL;9/6/2020;9;0;GL;6;56660;2020
352982704;0;America;Greenland;GRL;8/6/2020;8;0;GL;6;56660;2020
352982704;0;America;Greenland;GRL;7/6/2020;7;0;GL;6;56660;2020
352982704;0;America;Greenland;GRL;6/6/2020;6;0;GL;6;56660;2020
352982704;0;America;Greenland;GRL;5/6/2020;5;0;GL;6;56660;2020
352982704;0;America;Greenland;GRL;4/6/2020;4;0;GL;6;56660;2020
352982704;0;America;Greenland;GRL;3/6/2020;3;0;GL;6;56660;2020
352982704;0;America;Greenland;GRL;2/6/2020;2;0;GL;6;56660;2020
352982704;0;America;Greenland;GRL;1/6/2020;1;0;GL;6;56660;2020
352982704;0;America;Greenland;GRL;31/5/2020;31;0;GL;5;56660;2020
352982704;0;America;Greenland;GRL;30/5/2020;30;0;GL;5;56660;2020
352982704;1;America;Greenland;GRL;29/5/2020;29;0;GL;5;56660;2020
176491352;0;America;Greenland;GRL;28/5/2020;28;0;GL;5;56660;2020
176491352;0;America;Greenland;GRL;27/5/2020;27;0;GL;5;56660;2020
176491352;1;America;Greenland;GRL;26/5/2020;26;0;GL;5;56660;2020
0;0;America;Greenland;GRL;25/5/2020;25;0;GL;5;56660;2020
0;0;America;Greenland;GRL;24/5/2020;24;0;GL;5;56660;2020
0;0;America;Greenland;GRL;23/5/2020;23;0;GL;5;56660;2020
0;0;America;Greenland;GRL;22/5/2020;22;0;GL;5;56660;2020
0;0;America;Greenland;GRL;21/5/2020;21;0;GL;5;56660;2020
0;0;America;Greenland;GRL;20/5/2020;20;0;GL;5;56660;2020
0;0;America;Greenland;GRL;19/5/2020;19;0;GL;5;56660;2020
0;0;America;Greenland;GRL;18/5/2020;18;0;GL;5;56660;2020
0;0;America;Greenland;GRL;17/5/2020;17;0;GL;5;56660;2020
0;0;America;Greenland;GRL;16/5/2020;16;0;GL;5;56660;2020
0;0;America;Greenland;GRL;15/5/2020;15;0;GL;5;56660;2020
0;0;America;Greenland;GRL;14/5/2020;14;0;GL;5;56660;2020
0;0;America;Greenland;GRL;13/5/2020;13;0;GL;5;56660;2020
0;0;America;Greenland;GRL;12/5/2020;12;0;GL;5;56660;2020
0;0;America;Greenland;GRL;11/5/2020;11;0;GL;5;56660;2020
0;0;America;Greenland;GRL;10/5/2020;10;0;GL;5;56660;2020
0;0;America;Greenland;GRL;9/5/2020;9;0;GL;5;56660;2020
0;0;America;Greenland;GRL;8/5/2020;8;0;GL;5;56660;2020
0;0;America;Greenland;GRL;7/5/2020;7;0;GL;5;56660;2020
0;0;America;Greenland;GRL;6/5/2020;6;0;GL;5;56660;2020
0;0;America;Greenland;GRL;5/5/2020;5;0;GL;5;56660;2020
0;0;America;Greenland;GRL;4/5/2020;4;0;GL;5;56660;2020
0;0;America;Greenland;GRL;3/5/2020;3;0;GL;5;56660;2020
0;0;America;Greenland;GRL;2/5/2020;2;0;GL;5;56660;2020
0;0;America;Greenland;GRL;1/5/2020;1;0;GL;5;56660;2020
0;0;America;Greenland;GRL;30/4/2020;30;0;GL;4;56660;2020
0;0;America;Greenland;GRL;29/4/2020;29;0;GL;4;56660;2020
0;0;America;Greenland;GRL;28/4/2020;28;0;GL;4;56660;2020
0;0;America;Greenland;GRL;27/4/2020;27;0;GL;4;56660;2020
0;0;America;Greenland;GRL;26/4/2020;26;0;GL;4;56660;2020
0;0;America;Greenland;GRL;25/4/2020;25;0;GL;4;56660;2020
0;0;America;Greenland;GRL;24/4/2020;24;0;GL;4;56660;2020
0;0;America;Greenland;GRL;23/4/2020;23;0;GL;4;56660;2020
0;0;America;Greenland;GRL;22/4/2020;22;0;GL;4;56660;2020
0;0;America;Greenland;GRL;21/4/2020;21;0;GL;4;56660;2020
0;0;America;Greenland;GRL;20/4/2020;20;0;GL;4;56660;2020
176491352;0;America;Greenland;GRL;19/4/2020;19;0;GL;4;56660;2020
176491352;0;America;Greenland;GRL;18/4/2020;18;0;GL;4;56660;2020
176491352;0;America;Greenland;GRL;17/4/2020;17;0;GL;4;56660;2020
176491352;0;America;Greenland;GRL;16/4/2020;16;0;GL;4;56660;2020
176491352;0;America;Greenland;GRL;15/4/2020;15;0;GL;4;56660;2020
176491352;0;America;Greenland;GRL;14/4/2020;14;0;GL;4;56660;2020
176491352;0;America;Greenland;GRL;13/4/2020;13;0;GL;4;56660;2020
176491352;0;America;Greenland;GRL;12/4/2020;12;0;GL;4;56660;2020
352982704;0;America;Greenland;GRL;11/4/2020;11;0;GL;4;56660;2020
88245676;0;America;Greenland;GRL;10/4/2020;10;0;GL;4;56660;2020
1058948112;0;America;Greenland;GRL;9/4/2020;9;0;GL;4;56660;2020
1235439463;0;America;Greenland;GRL;8/4/2020;8;0;GL;4;56660;2020
1235439463;0;America;Greenland;GRL;7/4/2020;7;0;GL;4;56660;2020
1588422167;1;America;Greenland;GRL;6/4/2020;6;0;GL;4;56660;2020
1411930815;0;America;Greenland;GRL;5/4/2020;5;0;GL;4;56660;2020
1411930815;0;America;Greenland;GRL;4/4/2020;4;0;GL;4;56660;2020
1411930815;0;America;Greenland;GRL;3/4/2020;3;0;GL;4;56660;2020
1764913519;0;America;Greenland;GRL;2/4/2020;2;0;GL;4;56660;2020
;0;America;Greenland;GRL;1/4/2020;1;0;GL;4;56660;2020
;0;America;Greenland;GRL;31/3/2020;31;0;GL;3;56660;2020
;0;America;Greenland;GRL;30/3/2020;30;0;GL;3;56660;2020
;1;America;Greenland;GRL;29/3/2020;29;0;GL;3;56660;2020
;3;America;Greenland;GRL;28/3/2020;28;0;GL;3;56660;2020
;1;America;Greenland;GRL;27/3/2020;27;0;GL;3;56660;2020
;1;America;Greenland;GRL;26/3/2020;26;0;GL;3;56660;2020
;0;America;Greenland;GRL;25/3/2020;25;0;GL;3;56660;2020
;2;America;Greenland;GRL;24/3/2020;24;0;GL;3;56660;2020
;0;America;Greenland;GRL;23/3/2020;23;0;GL;3;56660;2020
;0;America;Greenland;GRL;22/3/2020;22;0;GL;3;56660;2020
;0;America;Greenland;GRL;21/3/2020;21;0;GL;3;56660;2020
;2;America;Greenland;GRL;20/3/2020;20;0;GL;3;56660;2020
2499955358;26;America;Grenada;GRD;14/12/2020;14;0;GD;12;112002;2020
17856824;0;America;Grenada;GRD;13/12/2020;13;0;GD;12;112002;2020
17856824;0;America;Grenada;GRD;12/12/2020;12;0;GD;12;112002;2020
17856824;0;America;Grenada;GRD;11/12/2020;11;0;GD;12;112002;2020
17856824;0;America;Grenada;GRD;10/12/2020;10;0;GD;12;112002;2020
17856824;2;America;Grenada;GRD;9/12/2020;9;0;GD;12;112002;2020
0;0;America;Grenada;GRD;8/12/2020;8;0;GD;12;112002;2020
0;0;America;Grenada;GRD;7/12/2020;7;0;GD;12;112002;2020
0;0;America;Grenada;GRD;6/12/2020;6;0;GD;12;112002;2020
0;0;America;Grenada;GRD;5/12/2020;5;0;GD;12;112002;2020
4464206;0;America;Grenada;GRD;4/12/2020;4;0;GD;12;112002;2020
4464206;0;America;Grenada;GRD;3/12/2020;3;0;GD;12;112002;2020
714272959;0;America;Grenada;GRD;2/12/2020;2;0;GD;12;112002;2020
803557079;0;America;Grenada;GRD;1/12/2020;1;0;GD;12;112002;2020
803557079;0;America;Grenada;GRD;30/11/2020;30;0;GD;11;112002;2020
803557079;0;America;Grenada;GRD;29/11/2020;29;0;GD;11;112002;2020
803557079;0;America;Grenada;GRD;28/11/2020;28;0;GD;11;112002;2020
803557079;0;America;Grenada;GRD;27/11/2020;27;0;GD;11;112002;2020
803557079;0;America;Grenada;GRD;26/11/2020;26;0;GD;11;112002;2020
803557079;0;America;Grenada;GRD;25/11/2020;25;0;GD;11;112002;2020
803557079;0;America;Grenada;GRD;24/11/2020;24;0;GD;11;112002;2020
803557079;0;America;Grenada;GRD;23/11/2020;23;0;GD;11;112002;2020
982125319;0;America;Grenada;GRD;22/11/2020;22;0;GD;11;112002;2020
982125319;5;America;Grenada;GRD;21/11/2020;21;0;GD;11;112002;2020
53570472;0;America;Grenada;GRD;20/11/2020;20;0;GD;11;112002;2020
53570472;3;America;Grenada;GRD;19/11/2020;19;0;GD;11;112002;2020
35713648;1;America;Grenada;GRD;18/11/2020;18;0;GD;11;112002;2020
26785236;0;America;Grenada;GRD;17/11/2020;17;0;GD;11;112002;2020
35713648;0;America;Grenada;GRD;16/11/2020;16;0;GD;11;112002;2020
35713648;0;America;Grenada;GRD;15/11/2020;15;0;GD;11;112002;2020
35713648;0;America;Grenada;GRD;14/11/2020;14;0;GD;11;112002;2020
35713648;0;America;Grenada;GRD;13/11/2020;13;0;GD;11;112002;2020
35713648;0;America;Grenada;GRD;12/11/2020;12;0;GD;11;112002;2020
35713648;0;America;Grenada;GRD;11/11/2020;11;0;GD;11;112002;2020
35713648;0;America;Grenada;GRD;10/11/2020;10;0;GD;11;112002;2020
35713648;2;America;Grenada;GRD;9/11/2020;9;0;GD;11;112002;2020
17856824;0;America;Grenada;GRD;8/11/2020;8;0;GD;11;112002;2020
26785236;0;America;Grenada;GRD;7/11/2020;7;0;GD;11;112002;2020
26785236;0;America;Grenada;GRD;6/11/2020;6;0;GD;11;112002;2020
26785236;1;America;Grenada;GRD;5/11/2020;5;0;GD;11;112002;2020
17856824;0;America;Grenada;GRD;4/11/2020;4;0;GD;11;112002;2020
17856824;1;America;Grenada;GRD;3/11/2020;3;0;GD;11;112002;2020
8928412;0;America;Grenada;GRD;2/11/2020;2;0;GD;11;112002;2020
8928412;0;America;Grenada;GRD;1/11/2020;1;0;GD;11;112002;2020
26785236;0;America;Grenada;GRD;31/10/2020;31;0;GD;10;112002;2020
26785236;0;America;Grenada;GRD;30/10/2020;30;0;GD;10;112002;2020
26785236;0;America;Grenada;GRD;29/10/2020;29;0;GD;10;112002;2020
26785236;0;America;Grenada;GRD;28/10/2020;28;0;GD;10;112002;2020
26785236;0;America;Grenada;GRD;27/10/2020;27;0;GD;10;112002;2020
35713648;0;America;Grenada;GRD;26/10/2020;26;0;GD;10;112002;2020
35713648;1;America;Grenada;GRD;25/10/2020;25;0;GD;10;112002;2020
26785236;0;America;Grenada;GRD;24/10/2020;24;0;GD;10;112002;2020
26785236;0;America;Grenada;GRD;23/10/2020;23;0;GD;10;112002;2020
26785236;0;America;Grenada;GRD;22/10/2020;22;0;GD;10;112002;2020
26785236;0;America;Grenada;GRD;21/10/2020;21;0;GD;10;112002;2020
